rho, V, psi_0, psi_1, psi_2, psi_3, psi_4, psi_5, psi_6, psi_7, psi_8, psi_9, psi_10, psi_11, psi_12, psi_13, psi_14, psi_15, psi_16, psi_17, psi_18, psi_19, psi_20, psi_21, psi_22, psi_23, psi_24, psi_25, psi_26, psi_27, psi_28, psi_29, psi_30, psi_31, psi_32, psi_33, psi_34, psi_35, psi_36, psi_37, psi_38, psi_39, psi_40, psi_41, psi_42, psi_43, psi_44, psi_45, psi_46, psi_47, psi_48, psi_49, psi_50, psi_51, psi_52, psi_53, psi_54, psi_55, psi_56, psi_57, psi_58, psi_59, psi_60, psi_61, psi_62, psi_63, psi_64, psi_65, psi_66, psi_67, psi_68, psi_69, psi_70, psi_71, psi_72, psi_73, psi_74, psi_75, psi_76, psi_77, psi_78, psi_79, psi_80, psi_81, psi_82, psi_83, psi_84, psi_85, psi_86, psi_87, psi_88, psi_89, psi_90, psi_91, psi_92, psi_93, psi_94, psi_95, psi_96, psi_97, psi_98, psi_99, psi_100, psi_101, psi_102, psi_103, psi_104, psi_105, psi_106, psi_107, psi_108, psi_109, psi_110, psi_111, psi_112, psi_113, psi_114, psi_115, psi_116, psi_117, psi_118, psi_119, psi_120, psi_121, psi_122, psi_123, psi_124, psi_125, psi_126, psi_127, psi_128, psi_129, psi_130, psi_131, psi_132, psi_133, psi_134, psi_135, psi_136, psi_137, psi_138, psi_139, psi_140, psi_141, psi_142, psi_143, psi_144, psi_145, psi_146, psi_147, psi_148, psi_149, psi_150, psi_151, psi_152, psi_153, psi_154, psi_155, psi_156, psi_157, psi_158, psi_159, psi_160, psi_161, psi_162, psi_163, psi_164, psi_165, psi_166, psi_167, psi_168, psi_169, psi_170, psi_171, psi_172, psi_173, psi_174, psi_175, psi_176, psi_177, psi_178, psi_179, psi_180, psi_181, psi_182, psi_183, psi_184, psi_185, psi_186, psi_187, psi_188, psi_189, psi_190, psi_191, psi_192, psi_193, psi_194, psi_195, psi_196, psi_197, psi_198, psi_199, E
0, inf, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.0546,
0.1, 10.01, 0.0691282, -0.0916899, 0.105364, -0.114645, 0.121255, 0.126048, 0.129515, 0.131963, 0.133602, 0.13458, -0.135007, -0.134968, -0.134528, -0.133739, 0.132646, -0.131284, 0.129683, -0.12787, 0.125865, -0.123689, -0.121357, 0.118886, 0.116288, -0.113575, 0.110757, -0.107844, -0.104846, 0.101769, 0.0986214, 0.0954097, 0.0921402, 0.0888183, 0.0854501, 0.0820395, 0.0785922, -0.075112, -0.0716029, 0.0680693, 0.0645144, -0.0609421, -0.0573548, 0.0537565, 0.0501501, 0.046538, 0.0429231, 0.0393081, -0.0356953, 0.0320872, 0.0284862, 0.0248942, 0.0213136, 0.0177464, 0.0141945, 0.0106601, 0.00714479, -0.00365051, 0.000179065, -0.00326787, 0.00668849, -0.0100813, 0.0134445, 0.0167766, -0.0200761, -0.0233413, 0.026571, 0.0297633, 0.032917, -0.0360305, 0.0391025, 0.0421316, -0.045116, -0.0480548, -0.0509463, -0.0537892, -0.056582, 0.0593232, -0.0620121, -0.0646463, -0.0672247, 0.0697462, -0.0722089, 0.0746117, -0.076953, -0.0792312, 0.0814447, 0.083592, 0.0856715, 0.0876816, -0.0896207, 0.0914865, -0.0932779, -0.0949926, 0.0966284, -0.098184, 0.0996569, 0.101045, -0.102345, 0.103556, -0.104675, -0.105698, -0.106624, 0.107449, 0.108169, -0.10878, -0.10928, 0.109663, 0.109925, -0.110061, -0.110064, -0.10993, 0.109651, -0.10922, -0.108627, 0.107864, -0.10692, -0.105782, 0.104435, -0.102857, 0.101022, -0.0988919, -0.0964175, 0.0935259, -0.0901134, 0.0860159, -0.0808879, 0.0735528, -0.0597895, 0.0359399, 0.014272, 0.00426729, 0.00110442, 0.000260826, -5.72435e-05, 1.17668e-05, 2.34315e-06, 4.59063e-07, 8.07107e-08, -1.89185e-08, 1.00521e-08, -2.14504e-08, 1.39578e-08, 2.05561e-08, 3.09711e-08, 1.30092e-08, -2.51468e-08, -6.77935e-09, 7.85311e-09, 9.60139e-09, -5.4977e-09, -3.7353e-09, 4.32063e-09, -1.01827e-08, 8.82628e-09, -1.45691e-08, -7.20847e-10, -3.28421e-08, 2.12154e-08, 1.86914e-10, 1.773e-10, 1.50457e-08, 2.42132e-09, 5.168e-09, 3.70104e-09, 9.51999e-09, -5.69919e-09, -1.70532e-08, 9.7357e-09, 6.88063e-11, -1.26307e-09, -2.05714e-09, -1.84588e-08, 6.25874e-09, -1.17729e-09, -2.7426e-09, 3.41334e-09, -3.49718e-09, 1.53807e-09, 1.27585e-08, -5.37751e-09, 5.81668e-10, 8.09384e-09, 1.07483e-08, 4.61102e-09, -4.37212e-09, 6.0705e-09, 2.6554e-09, -5.54872e-09, 5.45305e-10, 6.52494e-10, 1.0794e-09, -4.11701e-09, -3.90861e-09, 8.72342e-09, 6.14654e-09, -5.27342e-09, 1.08405e-09, 1.35167e-09, -1.7968e-09, -1.785e-09, -4.90496e-10, 7.89464,
0.2, 5.04, 0.105373, -0.135397, 0.150472, -0.158086, 0.161178, 0.161234, 0.159123, 0.155406, 0.150467, 0.144587, -0.137975, -0.130795, -0.123176, -0.115222, 0.107021, -0.0986443, 0.0901532, -0.0816003, 0.0730298, -0.0644801, -0.0559853, 0.0475751, 0.0392753, -0.0311084, 0.0230946, -0.0152518, -0.00759564, 0.000140061, -0.00710262, -0.0141216, -0.0209074, -0.0274515, -0.0337468, -0.0397865, -0.0455656, 0.0510791, 0.056323, -0.0612945, -0.0659905, 0.0704093, 0.0745485, -0.0784084, -0.0819877, -0.0852865, -0.0883049, -0.0910439, 0.0935045, -0.0956879, -0.0975963, -0.0992311, -0.100595, -0.101691, -0.102522, -0.10309, -0.1034, 0.103454, -0.103257, -0.102813, 0.102125, -0.101199, 0.100039, 0.0986497, -0.0970363, -0.0952037, 0.0931581, 0.0909035, 0.0884466, -0.0857929, 0.0829483, 0.0799191, -0.0767111, -0.0733311, -0.0697854, -0.0660807, -0.0622237, 0.0582212, -0.0540808, -0.0498089, -0.0454132, 0.0409012, -0.0362803, 0.0315584, -0.0267432, -0.0218427, 0.016865, 0.0118185, 0.00671169, 0.001553, 0.00364878, -0.00888464, 0.0141456, 0.0194222, -0.0247049, 0.0299842, -0.0352501, -0.0404923, 0.0457003, -0.0508635, 0.0559709, 0.0610106, 0.0659719, -0.0708415, -0.0756073, 0.0802561, 0.0847743, -0.0891467, -0.0933592, 0.0973954, 0.101238, 0.10487, -0.108272, 0.111422, 0.114301, -0.116882, 0.119141, 0.121048, -0.122569, 0.123664, -0.124282, 0.124356, 0.123801, -0.122495, 0.120269, -0.116862, 0.111744, -0.10319, 0.0850536, -0.0517803, -0.0208346, -0.00631952, -0.00166065, -0.000398457, 8.88735e-05, -1.85837e-05, -3.72726e-06, -6.96873e-07, -1.32924e-07, 9.05933e-09, -2.38461e-08, 3.35962e-08, 1.16648e-08, -2.36741e-08, -1.65954e-08, -1.60214e-08, 2.8023e-08, -1.23013e-09, -1.36367e-08, -1.71257e-08, 4.77281e-09, 5.08382e-10, -1.74496e-08, 2.85512e-08, -2.96583e-09, 1.04626e-08, 1.02049e-08, 2.95349e-08, -1.65613e-08, 7.79768e-09, -3.34825e-09, -6.79792e-09, 5.00598e-10, -8.5852e-09, -3.25854e-09, -5.05085e-09, -4.92186e-10, 1.19397e-08, 3.7841e-09, -9.02671e-09, -4.8152e-09, 3.53332e-10, 2.47082e-08, 6.78865e-09, 7.22976e-09, 5.65186e-09, -1.01614e-08, -6.1979e-12, -1.35904e-08, -1.10444e-08, 1.54069e-09, -5.05971e-09, -1.27944e-09, -9.4509e-09, 3.27057e-10, 2.69021e-09, -1.06238e-08, -3.05594e-09, 3.84003e-09, 5.12623e-09, -2.84898e-09, 8.76381e-09, 6.53655e-09, -5.33508e-09, 4.90581e-12, -2.54373e-09, 1.16017e-09, 3.04449e-09, -1.75849e-09, 6.75663e-09, 5.2357e-09, -3.13207e-09, 11.7824,
0.3, 3.42333, 0.140953, -0.173051, 0.183001, -0.18214, 0.175032, 0.164037, 0.150557, 0.135504, 0.119505, 0.103016, -0.0863723, -0.0698293, -0.0535834, -0.037787, 0.0225592, -0.00799244, -0.00584156, 0.0188884, -0.0311077, 0.0424698, 0.0529559, -0.0625542, -0.0712608, 0.0790774, -0.08601, 0.09207, 0.0972724, -0.101635, -0.105177, -0.107924, -0.1099, -0.111131, -0.111648, -0.111478, -0.110653, 0.109205, 0.107165, -0.104568, -0.101446, 0.0978326, 0.0937614, -0.0892677, -0.0843847, -0.0791463, -0.073586, -0.0677377, 0.0616344, -0.0553091, -0.0487941, -0.0421211, -0.0353219, -0.0284272, -0.0214672, -0.0144718, -0.00746945, 0.000488752, 0.00644302, 0.0132992, -0.0200538, 0.0266819, -0.0331591, -0.0394624, 0.0455693, 0.0514581, -0.057109, -0.0625014, -0.0676174, 0.072439, -0.0769499, -0.0811344, 0.0849777, 0.0884668, 0.0915889, 0.0943326, 0.0966878, -0.0986449, 0.100197, 0.101335, 0.102055, -0.102351, 0.10222, -0.10166, 0.100668, 0.0992461, -0.0973937, -0.0951136, -0.0924093, -0.0892854, 0.0857479, -0.0818035, 0.0774611, 0.0727302, -0.0676214, 0.0621475, -0.0563218, -0.0501595, 0.0436765, -0.036891, 0.0298223, 0.0224906, 0.0149189, -0.00713071, 0.000848202, -0.0089904, -0.0172666, 0.0256454, 0.0340935, -0.042575, -0.051052, -0.0594837, 0.0678261, -0.0760326, -0.0840529, 0.0918329, -0.0993141, -0.106433, 0.113117, -0.119286, 0.124843, -0.12967, -0.13362, 0.136495, -0.138029, 0.137825, -0.135133, 0.127656, -0.107359, 0.0665583, 0.0272826, 0.00844222, 0.0022653, 0.000555281, -0.000126562, 2.70354e-05, 5.5213e-06, 1.04812e-06, 2.0952e-07, 2.70676e-09, 3.27962e-08, -4.27645e-08, -4.02423e-08, 3.96418e-08, 2.01574e-08, 1.23401e-08, -2.34465e-08, 7.71063e-09, 1.33436e-08, 3.64396e-09, -4.44405e-09, -1.93073e-08, 1.46103e-08, -1.67304e-08, -5.71182e-09, -7.69724e-09, -1.32697e-09, -4.91031e-09, 3.43822e-09, 6.00453e-09, 2.67771e-09, -2.99278e-09, 5.02069e-09, 6.8496e-10, 2.81604e-09, 1.55061e-08, 3.94806e-09, -1.28917e-08, -6.59617e-09, 1.26133e-08, 6.19174e-09, 3.96252e-09, -2.55178e-08, -4.73869e-09, 1.50436e-09, -7.16667e-09, 3.91905e-09, -3.5701e-10, -1.2648e-09, 1.99089e-08, -8.8367e-09, 4.01545e-09, 3.84262e-10, 6.68464e-10, 1.86497e-09, -5.59499e-09, 8.1027e-09, -1.64039e-09, -6.97205e-09, -4.93634e-09, 9.05447e-09, -3.26437e-09, -6.22284e-10, 5.96008e-09, -2.85696e-09, -1.39195e-10, 2.59395e-09, -3.64853e-09, -9.5224e-11, -2.63572e-09, -7.94618e-09, -2.79483e-09, 15.6872,
0.4, 2.66, 0.174566, -0.201646, 0.198836, -0.182466, 0.159241, 0.132644, 0.104723, 0.0767736, 0.0496462, 0.0239109, 5.08043e-05, 0.0219898, 0.0417531, 0.0592583, -0.0744768, 0.0874208, -0.0981331, 0.106683, -0.113155, 0.117651, 0.120281, -0.121165, -0.120428, 0.118197, -0.114601, 0.109772, 0.10384, -0.0969332, -0.089177, -0.0806953, -0.0716078, -0.0620301, -0.0520741, -0.0418459, -0.0314479, 0.0209766, 0.0105231, -0.000173772, 0.00999128, -0.0198973, -0.0294747, 0.0386604, 0.0473963, 0.05563, 0.0633146, 0.070409, -0.0768768, 0.0826875, 0.0878157, 0.0922403, 0.0959464, 0.0989223, 0.101163, 0.102666, 0.103433, -0.103473, 0.102794, 0.101413, -0.0993479, 0.0966184, -0.093251, -0.0892736, 0.0847166, 0.0796136, -0.0740014, -0.0679171, -0.0614021, 0.0544986, -0.0472505, -0.0397038, 0.0319052, 0.0239028, 0.0157456, 0.0074833, -0.000833752, 0.00915504, -0.01743, -0.0256079, -0.0336381, 0.041471, -0.0490572, 0.0563483, -0.0632967, -0.0698564, 0.0759825, 0.0816317, 0.0867628, 0.0913362, -0.0953147, 0.0986631, -0.101349, -0.103343, 0.104618, -0.105151, 0.10492, 0.103909, -0.102105, 0.0994972, -0.0960815, -0.0918555, -0.0868241, 0.0809936, 0.0743779, -0.0669946, -0.0588678, 0.0500261, 0.0405055, -0.0303478, -0.0196013, -0.00832237, -0.00342556, 0.0155705, 0.0280316, -0.0407186, 0.053531, 0.0663566, -0.0790688, 0.0915243, -0.103556, 0.114963, 0.125502, -0.134859, 0.142617, -0.148186, 0.150522, -0.146699, 0.12675, -0.0804789, -0.0337886, -0.0107234, -0.00295325, -0.000743107, 0.000173842, -3.81206e-05, -7.94771e-06, -1.54885e-06, -3.1789e-07, -3.4916e-08, -1.58607e-08, 4.19151e-08, 4.20385e-08, -3.68686e-08, -1.23999e-08, 4.06058e-09, 3.02161e-09, -4.39038e-09, -1.2617e-08, -9.30488e-09, 8.0483e-09, 1.56834e-08, -2.66082e-08, 2.55172e-09, 1.23423e-09, 6.79586e-09, -1.88111e-10, -1.34466e-08, -8.17998e-09, -5.82358e-09, -3.12589e-09, 1.00755e-08, -8.21809e-09, 3.6308e-09, 1.28727e-08, -1.19683e-08, -5.20684e-09, 1.14017e-08, 2.45485e-09, -6.73001e-09, -6.31992e-09, -4.63078e-09, 1.24738e-08, -1.00704e-08, -9.14247e-09, 1.75179e-08, 1.01922e-08, -1.84044e-09, -7.39963e-09, -1.00032e-08, 6.8817e-09, 3.0818e-10, 7.54969e-10, 2.80764e-09, -1.06771e-09, 4.76597e-09, -1.42743e-08, 8.28716e-10, -3.68857e-09, -2.59441e-09, -1.62567e-08, 2.33427e-09, -2.07224e-09, -4.85825e-09, -4.12327e-09, 6.02278e-10, 1.03586e-09, -3.6211e-09, 4.06912e-09, -2.70154e-09, 3.68043e-09, -8.41577e-10, 19.5974,
0.5, 2.25, 0.20503, -0.218858, 0.195717, -0.158274, 0.115825, 0.0730534, 0.0325369, -0.00427028, -0.0365758, -0.0640045, 0.0864533, 0.104003, 0.116858, 0.125307, -0.129694, 0.130397, -0.12781, 0.12234, -0.114386, 0.104342, 0.0925893, -0.0794908, -0.0653902, 0.0506089, -0.0354455, 0.0201743, 0.00504543, 0.00971621, 0.0239101, 0.0373599, 0.0499131, 0.0614399, 0.0718334, 0.0810068, 0.0888947, -0.0954501, -0.100644, 0.104467, 0.10692, -0.108024, -0.10781, 0.106323, 0.103619, 0.099763, 0.0948285, 0.0888977, -0.0820589, 0.0744058, 0.0660364, 0.057052, 0.047557, 0.0376564, 0.0274565, 0.0170631, 0.00658062, 0.0038877, -0.0142416, -0.0243839, 0.0342213, -0.0436647, 0.0526302, 0.0610396, -0.0688199, -0.0759048, 0.0822356, 0.087758, 0.0924278, -0.0962064, 0.0990635, 0.100977, -0.101931, -0.10192, -0.100944, -0.0990118, -0.0961406, 0.0923543, -0.0876856, -0.0821722, -0.0758611, 0.0688053, -0.0610642, 0.0527037, -0.0437951, -0.0344154, 0.0246465, 0.0145748, 0.00429078, -0.00611172, 0.016536, -0.0268826, 0.0370507, 0.0469382, -0.0564424, 0.0654615, -0.0738936, -0.0816393, 0.0886008, -0.0946845, 0.0998002, 0.103862, 0.106791, -0.108514, -0.108965, 0.108087, 0.105832, -0.102163, -0.0970536, 0.0904915, 0.0824767, 0.0730259, -0.0621708, 0.0499622, 0.0364702, -0.0217858, 0.00602317, -0.0106788, 0.0281522, -0.0461966, 0.06457, -0.0829772, -0.101052, 0.118325, -0.13418, 0.147755, -0.157618, 0.160112, -0.143219, 0.0936928, 0.0405051, 0.01325, 0.00376197, 0.000975444, -0.000235031, 5.30547e-05, 1.13418e-05, 2.24382e-06, 4.70775e-07, 7.99007e-08, -1.18584e-09, -4.87486e-08, -4.17751e-08, 1.35649e-08, 1.57438e-08, 9.93027e-09, -1.96118e-08, 7.70123e-09, 3.14397e-08, 1.59431e-08, -4.38058e-09, -1.94409e-08, 2.44966e-08, 4.49205e-09, 5.0119e-09, 9.95889e-09, 2.06299e-09, 1.67183e-08, 1.45996e-08, 3.50535e-09, -7.27508e-09, -3.02017e-09, -7.9211e-09, -9.79483e-09, -6.8749e-09, 1.27094e-08, -2.48606e-09, 2.24738e-10, -6.17312e-09, -9.2881e-09, 1.97062e-08, -3.63396e-09, -4.56978e-09, 3.06453e-09, 1.76712e-08, -1.56713e-08, 6.47399e-09, 1.03649e-08, 1.62159e-09, -5.63392e-09, -3.66155e-10, 7.87616e-10, 3.48562e-09, -1.09376e-08, 1.09655e-10, 6.29179e-09, 1.93031e-09, 3.37358e-09, 6.3994e-09, 6.06112e-09, 6.78584e-09, 7.3375e-09, -7.21002e-09, 6.46332e-09, 2.48763e-09, -1.77217e-09, 2.35347e-09, -3.82107e-10, -1.1986e-09, -4.1913e-09, -9.31541e-10, 3.78897e-09, 23.5072,
0.6, 2.02667, 0.231336, -0.223228, 0.173505, -0.11246, 0.0520576, -0.0022291, -0.0479094, -0.0840634, -0.110661, -0.128194, 0.137455, 0.139404, 0.135078, 0.125531, -0.111799, 0.0948661, -0.0756521, 0.0549993, -0.0336654, 0.0123209, -0.00845116, 0.0281538, 0.0463749, -0.0627814, 0.0771151, -0.089189, -0.0988803, 0.106125, 0.110913, 0.113281, 0.113309, 0.111112, 0.106836, 0.100652, 0.0927547, -0.083352, -0.0726644, 0.0609208, 0.0483526, -0.0351926, -0.0216699, 0.00800842, -0.00557639, -0.0188802, -0.0317109, -0.043891, 0.0552589, -0.0656697, -0.0749972, -0.0831327, -0.0899881, -0.0954931, -0.0995985, -0.102273, -0.103504, 0.1033, -0.101682, -0.0986937, 0.0943913, -0.0888459, 0.0821442, 0.0743842, -0.0656752, -0.0561363, 0.0458953, 0.0350861, 0.023849, -0.0123272, 0.000666664, -0.0109862, 0.0224852, 0.0336876, 0.0444531, 0.0546477, 0.0641432, -0.0728196, 0.0805669, 0.0872833, 0.0928803, -0.0972812, 0.100423, -0.102256, 0.102745, 0.101873, -0.0996346, -0.096044, -0.0911302, -0.0849391, 0.0775327, -0.0689895, 0.0594039, 0.0488855, -0.0375584, 0.0255615, -0.013046, -0.000175189, -0.0128766, 0.0259256, -0.0387808, -0.0512442, -0.0631149, 0.0741874, 0.0842584, -0.0931252, -0.100591, 0.106465, 0.110567, -0.112732, -0.112809, -0.110668, 0.106203, -0.099336, -0.0900199, 0.0782448, -0.0640413, -0.0474859, 0.0287074, -0.00789436, -0.0146928, 0.0387048, 0.0636765, -0.0889856, 0.113788, -0.136892, 0.156382, -0.167738, 0.156706, -0.106293, -0.0475644, -0.0161094, -0.0047329, -0.0012684, 0.000315521, -7.34561e-05, -1.61553e-05, -3.28166e-06, -6.80609e-07, -1.06533e-07, 1.16769e-08, 1.83863e-08, 1.25185e-08, -7.71617e-09, -1.24387e-08, -2.38939e-09, 2.85143e-08, -1.98797e-08, -2.96642e-08, -7.63574e-09, 1.48352e-09, 7.10581e-09, -1.75042e-08, -9.98201e-09, -4.31072e-09, -1.51702e-08, -9.86707e-09, 1.6638e-10, -9.02698e-09, 5.4992e-09, 1.77086e-08, 7.15269e-09, 8.03127e-09, 7.28324e-09, 1.14179e-08, -1.72373e-08, -6.77812e-10, -4.52061e-09, 1.46212e-09, 7.9524e-09, -1.17781e-08, 4.06754e-09, 5.63351e-09, 1.36829e-08, -2.32066e-08, -2.45136e-11, 3.33421e-09, -3.0362e-09, -7.18319e-10, 6.96863e-09, -6.90041e-09, -4.07757e-09, -3.06756e-09, 1.20036e-08, 5.86622e-09, 1.77841e-09, 5.35414e-10, -2.46511e-09, -8.91987e-10, -2.08266e-09, -6.42273e-09, 1.67891e-09, 3.69218e-09, -1.71976e-09, -5.33264e-09, 9.92472e-10, -4.49029e-10, 1.60971e-08, 7.95456e-09, -4.41664e-10, -1.84896e-09, 1.66708e-09, 27.4136,
0.7, 1.91857, 0.2527, -0.214258, 0.134179, -0.0511624, -0.0209128, -0.0770303, -0.116141, -0.139145, -0.147907, -0.144725, 0.132024, 0.112177, 0.0873971, 0.059677, -0.0307581, 0.00211786, 0.025027, -0.0497129, 0.0712109, -0.0890081, -0.102787, 0.112403, 0.117859, -0.119285, 0.116917, -0.111076, -0.102148, 0.0905666, 0.0767976, 0.0613238, 0.044632, 0.0272019, 0.00949623, -0.00804809, -0.0250261, 0.0410707, 0.0558575, -0.0691071, -0.0805873, 0.0901148, 0.0975532, -0.102817, -0.105864, -0.106697, -0.105363, -0.101943, 0.0965568, -0.0893545, -0.0805133, -0.0702332, -0.0587341, -0.0462492, -0.0330231, -0.0193056, -0.00534812, -0.00859914, 0.0222928, 0.0354985, -0.0479948, 0.0595758, -0.0700544, -0.0792645, 0.0870623, 0.0933285, -0.0979711, -0.100922, -0.102143, 0.101623, -0.0993778, -0.0954501, 0.0899086, 0.082848, 0.0743856, 0.0646607, 0.0538324, -0.0420774, 0.0295875, 0.0165662, 0.00322784, 0.0102079, -0.0235172, 0.0364763, -0.0488641, -0.0604658, 0.071076, 0.0805017, 0.0885655, 0.0951089, -0.0999946, 0.103109, -0.104366, -0.103708, 0.101106, -0.0965671, 0.0901281, 0.0818621, -0.0718765, 0.0603144, -0.047353, -0.0332026, -0.0181075, 0.00234153, -0.0137936, 0.0299698, 0.0458386, -0.0610328, -0.0751741, 0.087876, 0.0987514, 0.10742, -0.113514, 0.11669, 0.116634, -0.113076, 0.105797, 0.0946432, -0.0795378, 0.0604964, -0.0376468, 0.0112567, -0.0182253, 0.0501113, -0.0833803, 0.116514, -0.147048, 0.169481, -0.1671, 0.118312, 0.0550777, 0.0193907, 0.00591296, 0.00164158, -0.000422237, 0.000101458, 2.29808e-05, 4.82486e-06, 1.00142e-06, 1.63139e-07, -2.66267e-08, 2.45655e-08, -3.30871e-09, 4.65342e-09, -1.5081e-08, 1.38009e-08, -2.08871e-08, 1.95225e-08, 3.92797e-09, 1.81378e-09, -1.84178e-08, -5.33743e-09, 1.74081e-08, 3.32801e-09, -3.99268e-09, 1.05712e-08, 1.37178e-08, -1.54835e-08, -5.08459e-09, -4.63525e-09, -2.1488e-08, -1.34192e-08, -8.00494e-09, -7.65908e-09, 1.19892e-09, 1.64647e-08, -2.26734e-09, -4.61014e-09, 5.80858e-09, -1.26678e-08, 1.07458e-08, -8.37588e-09, -4.08747e-09, -2.56414e-09, 8.16395e-09, -2.56603e-09, 5.93341e-09, 2.9519e-09, 7.28676e-09, -4.80469e-09, 6.12834e-09, 1.9117e-09, 2.42604e-09, -9.36702e-09, -1.4647e-09, -1.9822e-09, 6.82999e-10, 6.84969e-09, -4.61352e-09, 2.6209e-09, 6.95687e-09, -7.4968e-09, 8.20804e-09, -2.46923e-09, 3.11523e-09, -9.20302e-10, 3.78352e-09, -1.06949e-08, -8.70207e-09, 8.3428e-09, 6.4205e-09, 1.09691e-09, 31.3145,
0.8, 1.89, 0.268595, -0.192423, 0.0815789, 0.0171942, -0.09018, -0.13518, -0.15473, -0.153284, -0.135872, -0.10741, 0.0723514, 0.0345213, -0.00294689, -0.0376075, 0.067664, -0.0919083, 0.109647, -0.120631, 0.124971, -0.12307, -0.115556, 0.103214, 0.0869364, -0.0676694, 0.0463737, -0.0239884, -0.00140215, -0.0205699, -0.0412036, -0.0598774, -0.0760811, -0.0894185, -0.0996093, -0.106484, -0.10998, 0.110135, 0.107076, -0.101012, -0.0922172, 0.081026, 0.0678154, -0.0529977, -0.0370047, -0.0202783, -0.00325951, 0.0136212, -0.0299535, 0.045355, 0.0594785, 0.0720168, 0.0827098, 0.0913447, 0.0977622, 0.101855, 0.10357, -0.102905, 0.0999107, 0.0946859, -0.0873742, 0.0781597, -0.0672644, -0.054941, 0.0414674, 0.0271422, -0.0122774, 0.00280755, 0.0177912, -0.0323575, 0.0462009, 0.0590321, -0.0705834, -0.0806145, -0.0889154, -0.0953114, -0.0996659, 0.101883, -0.101911, -0.0997399, -0.0954054, 0.0889873, -0.0806086, 0.0704332, -0.058664, -0.0455393, 0.031329, 0.0163303, 0.000861981, -0.0147409, 0.0301331, -0.0449657, 0.0588927, 0.0715787, -0.082705, 0.0919784, -0.0991359, -0.103954, 0.106252, -0.105903, 0.102835, 0.0970358, 0.0885633, -0.0775391, -0.0641582, 0.0486869, 0.0314626, -0.0128923, 0.00655092, -0.0263325, -0.0458641, -0.0645121, 0.0816079, -0.0964627, -0.108382, 0.116683, -0.120716, -0.119889, 0.113686, -0.101705, 0.0836878, -0.0595669, -0.0295321, -0.00588204, 0.0456578, -0.0880695, 0.130141, -0.16533, 0.174244, -0.129718, -0.0631323, -0.0231855, -0.00735604, -0.00211905, 0.000564218, -0.000140063, -3.26809e-05, -7.10435e-06, -1.49756e-06, -2.62398e-07, 5.52904e-08, -4.47916e-08, -8.73171e-09, -6.35297e-09, 1.53561e-08, -6.57702e-09, 2.59774e-08, -7.93851e-09, -3.00145e-09, 7.0697e-09, -6.53937e-09, 2.73785e-09, -1.53647e-08, 1.95094e-08, -7.69692e-09, -8.13911e-09, -4.9137e-09, 2.30164e-08, 2.74856e-09, -8.29655e-09, 1.37386e-08, 1.60955e-08, 2.10641e-08, 2.76791e-08, 2.72185e-09, -1.42973e-08, 9.38083e-10, 7.20978e-09, -5.82868e-09, -1.08602e-08, -4.33771e-09, 1.08057e-08, 1.3161e-08, -1.97483e-09, -8.99341e-09, 7.01037e-10, 2.47016e-09, 1.15346e-10, -4.76291e-09, 1.99164e-09, -1.01982e-08, 5.17568e-09, -1.96016e-09, 4.52504e-09, -7.84383e-09, -1.26335e-08, 1.81323e-09, -4.66432e-09, 1.26782e-08, -1.51807e-09, -1.99433e-09, -1.17657e-09, -8.26697e-09, -1.10389e-09, 4.08954e-09, -2.62408e-09, 1.45971e-09, -9.50712e-10, -1.42032e-09, 2.68657e-09, -2.24213e-09, -2.04524e-09, 35.2088,
